Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Islas;Indicadores de renta media;Periodo;Total
Total Nacional;Castilla y León;Valladolid;;Renta bruta media por hogar;2020;38.799
Total Nacional;Castilla y León;Valladolid;;Renta bruta media por hogar;2019;38.768
Total Nacional;Castilla y León;Valladolid;;Renta bruta media por hogar;2018;37.316
Total Nacional;Castilla y León;Valladolid;;Renta bruta media por hogar;2017;36.018
Total Nacional;Castilla y León;Valladolid;;Renta bruta media por hogar;2016;35.265
Total Nacional;Castilla y León;Valladolid;;Renta bruta media por hogar;2015;34.319
Total Nacional;Castilla y León;Zamora;;Renta neta media por persona;2023;13.897
Total Nacional;Castilla y León;Zamora;;Renta neta media por persona;2022;12.913
Total Nacional;Castilla y León;Zamora;;Renta neta media por persona;2021;12.292
Total Nacional;Castilla y León;Zamora;;Renta neta media por persona;2020;11.737
Total Nacional;Castilla y León;Zamora;;Renta neta media por persona;2019;11.520
Total Nacional;Castilla y León;Zamora;;Renta neta media por persona;2018;10.971
Total Nacional;Castilla y León;Zamora;;Renta neta media por persona;2017;10.431
Total Nacional;Castilla y León;Zamora;;Renta neta media por persona;2016;10.102
Total Nacional;Castilla y León;Zamora;;Renta neta media por persona;2015;9.859
Total Nacional;Castilla y León;Zamora;;Renta neta media por hogar;2023;29.891
Total Nacional;Castilla y León;Zamora;;Renta neta media por hogar;2022;27.928
Total Nacional;Castilla y León;Zamora;;Renta neta media por hogar;2021;26.846
Total Nacional;Castilla y León;Zamora;;Renta neta media por hogar;2020;25.855
Total Nacional;Castilla y León;Zamora;;Renta neta media por hogar;2019;25.593
Total Nacional;Castilla y León;Zamora;;Renta neta media por hogar;2018;24.524
Total Nacional;Castilla y León;Zamora;;Renta neta media por hogar;2017;23.602
Total Nacional;Castilla y León;Zamora;;Renta neta media por hogar;2016;23.106
Total Nacional;Castilla y León;Zamora;;Renta neta media por hogar;2015;22.664
Total Nacional;Castilla y León;Zamora;;Media de la renta por unidad de consumo;2023;19.504
Total Nacional;Castilla y León;Zamora;;Media de la renta por unidad de consumo;2022;18.327
Total Nacional;Castilla y León;Zamora;;Media de la renta por unidad de consumo;2021;17.484
Total Nacional;Castilla y León;Zamora;;Media de la renta por unidad de consumo;2020;16.727
Total Nacional;Castilla y León;Zamora;;Media de la renta por unidad de consumo;2019;16.435
Total Nacional;Castilla y León;Zamora;;Media de la renta por unidad de consumo;2018;15.729
Total Nacional;Castilla y León;Zamora;;Media de la renta por unidad de consumo;2017;14.991
Total Nacional;Castilla y León;Zamora;;Media de la renta por unidad de consumo;2016;14.532
Total Nacional;Castilla y León;Zamora;;Media de la renta por unidad de consumo;2015;14.215
Total Nacional;Castilla y León;Zamora;;Mediana de la renta por unidad de consumo;2023;17.150
Total Nacional;Castilla y León;Zamora;;Mediana de la renta por unidad de consumo;2022;16.450
Total Nacional;Castilla y León;Zamora;;Mediana de la renta por unidad de consumo;2021;15.750
Total Nacional;Castilla y León;Zamora;;Mediana de la renta por unidad de consumo;2020;15.050
Total Nacional;Castilla y León;Zamora;;Mediana de la renta por unidad de consumo;2019;14.350
Total Nacional;Castilla y León;Zamora;;Mediana de la renta por unidad de consumo;2018;13.650
Total Nacional;Castilla y León;Zamora;;Mediana de la renta por unidad de consumo;2017;12.950
Total Nacional;Castilla y León;Zamora;;Mediana de la renta por unidad de consumo;2016;12.250
Total Nacional;Castilla y León;Zamora;;Mediana de la renta por unidad de consumo;2015;12.250
Total Nacional;Castilla y León;Zamora;;Renta bruta media por persona;2023;16.369
Total Nacional;Castilla y León;Zamora;;Renta bruta media por persona;2022;15.137
Total Nacional;Castilla y León;Zamora;;Renta bruta media por persona;2021;14.317
Total Nacional;Castilla y León;Zamora;;Renta bruta media por persona;2020;13.577
Total Nacional;Castilla y León;Zamora;;Renta bruta media por persona;2019;13.268
Total Nacional;Castilla y León;Zamora;;Renta bruta media por persona;2018;12.635
Total Nacional;Castilla y León;Zamora;;Renta bruta media por persona;2017;11.985
Total Nacional;Castilla y León;Zamora;;Renta bruta media por persona;2016;11.579
Total Nacional;Castilla y León;Zamora;;Renta bruta media por persona;2015;11.293
Total Nacional;Castilla y León;Zamora;;Renta bruta media por hogar;2023;35.207
Total Nacional;Castilla y León;Zamora;;Renta bruta media por hogar;2022;32.737
Total Nacional;Castilla y León;Zamora;;Renta bruta media por hogar;2021;31.268
Total Nacional;Castilla y León;Zamora;;Renta bruta media por hogar;2020;29.907
Total Nacional;Castilla y León;Zamora;;Renta bruta media por hogar;2019;29.476
Total Nacional;Castilla y León;Zamora;;Renta bruta media por hogar;2018;28.245
Total Nacional;Castilla y León;Zamora;;Renta bruta media por hogar;2017;27.117
Total Nacional;Castilla y León;Zamora;;Renta bruta media por hogar;2016;26.485
Total Nacional;Castilla y León;Zamora;;Renta bruta media por hogar;2015;25.961
Total Nacional;Castilla - La Mancha;;;Renta neta media por persona;2023;12.896
Total Nacional;Castilla - La Mancha;;;Renta neta media por persona;2022;12.100
Total Nacional;Castilla - La Mancha;;;Renta neta media por persona;2021;11.466
Total Nacional;Castilla - La Mancha;;;Renta neta media por persona;2020;10.964
Total Nacional;Castilla - La Mancha;;;Renta neta media por persona;2019;10.805
Total Nacional;Castilla - La Mancha;;;Renta neta media por persona;2018;10.336
Total Nacional;Castilla - La Mancha;;;Renta neta media por persona;2017;9.851
Total Nacional;Castilla - La Mancha;;;Renta neta media por persona;2016;9.425
Total Nacional;Castilla - La Mancha;;;Renta neta media por persona;2015;9.175
Total Nacional;Castilla - La Mancha;;;Renta neta media por hogar;2023;32.764
Total Nacional;Castilla - La Mancha;;;Renta neta media por hogar;2022;30.839
Total Nacional;Castilla - La Mancha;;;Renta neta media por hogar;2021;29.307
Total Nacional;Castilla - La Mancha;;;Renta neta media por hogar;2020;28.185
Total Nacional;Castilla - La Mancha;;;Renta neta media por hogar;2019;27.944
Total Nacional;Castilla - La Mancha;;;Renta neta media por hogar;2018;26.772
Total Nacional;Castilla - La Mancha;;;Renta neta media por hogar;2017;25.658
Total Nacional;Castilla - La Mancha;;;Renta neta media por hogar;2016;24.848
Total Nacional;Castilla - La Mancha;;;Renta neta media por hogar;2015;24.117
Total Nacional;Castilla - La Mancha;;;Media de la renta por unidad de consumo;2023;19.123
Total Nacional;Castilla - La Mancha;;;Media de la renta por unidad de consumo;2022;18.122
Total Nacional;Castilla - La Mancha;;;Media de la renta por unidad de consumo;2021;17.207
Total Nacional;Castilla - La Mancha;;;Media de la renta por unidad de consumo;2020;16.460
Total Nacional;Castilla - La Mancha;;;Media de la renta por unidad de consumo;2019;16.273
Total Nacional;Castilla - La Mancha;;;Media de la renta por unidad de consumo;2018;15.587
Total Nacional;Castilla - La Mancha;;;Media de la renta por unidad de consumo;2017;14.883
Total Nacional;Castilla - La Mancha;;;Media de la renta por unidad de consumo;2016;14.263
Total Nacional;Castilla - La Mancha;;;Media de la renta por unidad de consumo;2015;13.881
Total Nacional;Castilla - La Mancha;;;Mediana de la renta por unidad de consumo;2023;17.150
Total Nacional;Castilla - La Mancha;;;Mediana de la renta por unidad de consumo;2022;15.750
Total Nacional;Castilla - La Mancha;;;Mediana de la renta por unidad de consumo;2021;15.050
Total Nacional;Castilla - La Mancha;;;Mediana de la renta por unidad de consumo;2020;14.350
Total Nacional;Castilla - La Mancha;;;Mediana de la renta por unidad de consumo;2019;14.350
Total Nacional;Castilla - La Mancha;;;Mediana de la renta por unidad de consumo;2018;13.650
Total Nacional;Castilla - La Mancha;;;Mediana de la renta por unidad de consumo;2017;12.950
Total Nacional;Castilla - La Mancha;;;Mediana de la renta por unidad de consumo;2016;12.250
Total Nacional;Castilla - La Mancha;;;Mediana de la renta por unidad de consumo;2015;11.550
Total Nacional;Castilla - La Mancha;;;Renta bruta media por persona;2023;15.388
Total Nacional;Castilla - La Mancha;;;Renta bruta media por persona;2022;14.368
Total Nacional;Castilla - La Mancha;;;Renta bruta media por persona;2021;13.554
Total Nacional;Castilla - La Mancha;;;Renta bruta media por persona;2020;12.880
Total Nacional;Castilla - La Mancha;;;Renta bruta media por persona;2019;12.664
Total Nacional;Castilla - La Mancha;;;Renta bruta media por persona;2018;12.085
Total Nacional;Castilla - La Mancha;;;Renta bruta media por persona;2017;11.496
Total Nacional;Castilla - La Mancha;;;Renta bruta media por persona;2016;10.961
Total Nacional;Castilla - La Mancha;;;Renta bruta media por persona;2015;10.639
Total Nacional;Castilla - La Mancha;;;Renta bruta media por hogar;2023;39.097
Total Nacional;Castilla - La Mancha;;;Renta bruta media por hogar;2022;36.621
Total Nacional;Castilla - La Mancha;;;Renta bruta media por hogar;2021;34.643
Total Nacional;Castilla - La Mancha;;;Renta bruta media por hogar;2020;33.112
Total Nacional;Castilla - La Mancha;;;Renta bruta media por hogar;2019;32.753
Total Nacional;Castilla - La Mancha;;;Renta bruta media por hogar;2018;31.302
Total Nacional;Castilla - La Mancha;;;Renta bruta media por hogar;2017;29.943
Total Nacional;Castilla - La Mancha;;;Renta bruta media por hogar;2016;28.898
Total Nacional;Castilla - La Mancha;;;Renta bruta media por hogar;2015;27.965
Total Nacional;Castilla - La Mancha;Albacete;;Renta neta media por persona;2023;13.058
Total Nacional;Castilla - La Mancha;Albacete;;Renta neta media por persona;2022;12.305
Total Nacional;Castilla - La Mancha;Albacete;;Renta neta media por persona;2021;11.652
Total Nacional;Castilla - La Mancha;Albacete;;Renta neta media por persona;2020;11.104
Total Nacional;Castilla - La Mancha;Albacete;;Renta neta media por persona;2019;10.901
Total Nacional;Castilla - La Mancha;Albacete;;Renta neta media por persona;2018;10.351
Total Nacional;Castilla - La Mancha;Albacete;;Renta neta media por persona;2017;9.847
Total Nacional;Castilla - La Mancha;Albacete;;Renta neta media por persona;2016;9.446
Total Nacional;Castilla - La Mancha;Albacete;;Renta neta media por persona;2015;9.150
Total Nacional;Castilla - La Mancha;Albacete;;Renta neta media por hogar;2023;32.600
Total Nacional;Castilla - La Mancha;Albacete;;Renta neta media por hogar;2022;30.908
Total Nacional;Castilla - La Mancha;Albacete;;Renta neta media por hogar;2021;29.451
Total Nacional;Castilla - La Mancha;Albacete;;Renta neta media por hogar;2020;28.288
Total Nacional;Castilla - La Mancha;Albacete;;Renta neta media por hogar;2019;27.995
Total Nacional;Castilla - La Mancha;Albacete;;Renta neta media por hogar;2018;26.719
Total Nacional;Castilla - La Mancha;Albacete;;Renta neta media por hogar;2017;25.627
Total Nacional;Castilla - La Mancha;Albacete;;Renta neta media por hogar;2016;24.785
Total Nacional;Castilla - La Mancha;Albacete;;Renta neta media por hogar;2015;24.100
Total Nacional;Castilla - La Mancha;Albacete;;Media de la renta por unidad de consumo;2023;19.289
Total Nacional;Castilla - La Mancha;Albacete;;Media de la renta por unidad de consumo;2022;18.341
Total Nacional;Castilla - La Mancha;Albacete;;Media de la renta por unidad de consumo;2021;17.432
Total Nacional;Castilla - La Mancha;Albacete;;Media de la renta por unidad de consumo;2020;16.616
Total Nacional;Castilla - La Mancha;Albacete;;Media de la renta por unidad de consumo;2019;16.369
Total Nacional;Castilla - La Mancha;Albacete;;Media de la renta por unidad de consumo;2018;15.578
Total Nacional;Castilla - La Mancha;Albacete;;Media de la renta por unidad de consumo;2017;14.862
Total Nacional;Castilla - La Mancha;Albacete;;Media de la renta por unidad de consumo;2016;14.270
Total Nacional;Castilla - La Mancha;Albacete;;Media de la renta por unidad de consumo;2015;13.842
Total Nacional;Castilla - La Mancha;Albacete;;Mediana de la renta por unidad de consumo;2023;17.150
Total Nacional;Castilla - La Mancha;Albacete;;Mediana de la renta por unidad de consumo;2022;15.750
Total Nacional;Castilla - La Mancha;Albacete;;Mediana de la renta por unidad de consumo;2021;15.050
Total Nacional;Castilla - La Mancha;Albacete;;Mediana de la renta por unidad de consumo;2020;14.350
Total Nacional;Castilla - La Mancha;Albacete;;Mediana de la renta por unidad de consumo;2019;14.350
Total Nacional;Castilla - La Mancha;Albacete;;Mediana de la renta por unidad de consumo;2018;13.650
Total Nacional;Castilla - La Mancha;Albacete;;Mediana de la renta por unidad de consumo;2017;12.950
Total Nacional;Castilla - La Mancha;Albacete;;Mediana de la renta por unidad de consumo;2016;12.250
Total Nacional;Castilla - La Mancha;Albacete;;Mediana de la renta por unidad de consumo;2015;11.550
Total Nacional;Castilla - La Mancha;Albacete;;Renta bruta media por persona;2023;15.603
Total Nacional;Castilla - La Mancha;Albacete;;Renta bruta media por persona;2022;14.620
Total Nacional;Castilla - La Mancha;Albacete;;Renta bruta media por persona;2021;13.804
Total Nacional;Castilla - La Mancha;Albacete;;Renta bruta media por persona;2020;13.059
Total Nacional;Castilla - La Mancha;Albacete;;Renta bruta media por persona;2019;12.807
Total Nacional;Castilla - La Mancha;Albacete;;Renta bruta media por persona;2018;12.121
Total Nacional;Castilla - La Mancha;Albacete;;Renta bruta media por persona;2017;11.511
Total Nacional;Castilla - La Mancha;Albacete;;Renta bruta media por persona;2016;11.012
Total Nacional;Castilla - La Mancha;Albacete;;Renta bruta media por persona;2015;10.616
Total Nacional;Castilla - La Mancha;Albacete;;Renta bruta media por hogar;2023;38.954
Total Nacional;Castilla - La Mancha;Albacete;;Renta bruta media por hogar;2022;36.724
Total Nacional;Castilla - La Mancha;Albacete;;Renta bruta media por hogar;2021;34.891
Total Nacional;Castilla - La Mancha;Albacete;;Renta bruta media por hogar;2020;33.270
Total Nacional;Castilla - La Mancha;Albacete;;Renta bruta media por hogar;2019;32.889
Total Nacional;Castilla - La Mancha;Albacete;;Renta bruta media por hogar;2018;31.289
Total Nacional;Castilla - La Mancha;Albacete;;Renta bruta media por hogar;2017;29.955
Total Nacional;Castilla - La Mancha;Albacete;;Renta bruta media por hogar;2016;28.893
Total Nacional;Castilla - La Mancha;Albacete;;Renta bruta media por hogar;2015;27.962
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta neta media por persona;2023;12.529
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta neta media por persona;2022;11.724
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta neta media por persona;2021;11.051
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta neta media por persona;2020;10.570
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta neta media por persona;2019;10.431
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta neta media por persona;2018;10.001
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta neta media por persona;2017;9.482
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta neta media por persona;2016;9.056
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta neta media por persona;2015;8.786
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta neta media por hogar;2023;31.095
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta neta media por hogar;2022;29.290
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta neta media por hogar;2021;27.895
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta neta media por hogar;2020;26.842
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta neta media por hogar;2019;26.691
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta neta media por hogar;2018;25.698
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta neta media por hogar;2017;24.608
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta neta media por hogar;2016;23.845
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta neta media por hogar;2015;23.119
Total Nacional;Castilla - La Mancha;Ciudad Real;;Media de la renta por unidad de consumo;2023;18.468
Total Nacional;Castilla - La Mancha;Ciudad Real;;Media de la renta por unidad de consumo;2022;17.467
Total Nacional;Castilla - La Mancha;Ciudad Real;;Media de la renta por unidad de consumo;2021;16.524
Total Nacional;Castilla - La Mancha;Ciudad Real;;Media de la renta por unidad de consumo;2020;15.814
Total Nacional;Castilla - La Mancha;Ciudad Real;;Media de la renta por unidad de consumo;2019;15.650
Total Nacional;Castilla - La Mancha;Ciudad Real;;Media de la renta por unidad de consumo;2018;15.042
Total Nacional;Castilla - La Mancha;Ciudad Real;;Media de la renta por unidad de consumo;2017;14.284
Total Nacional;Castilla - La Mancha;Ciudad Real;;Media de la renta por unidad de consumo;2016;13.677
Total Nacional;Castilla - La Mancha;Ciudad Real;;Media de la renta por unidad de consumo;2015;13.270
Total Nacional;Castilla - La Mancha;Ciudad Real;;Mediana de la renta por unidad de consumo;2023;16.450
Total Nacional;Castilla - La Mancha;Ciudad Real;;Mediana de la renta por unidad de consumo;2022;15.050
Total Nacional;Castilla - La Mancha;Ciudad Real;;Mediana de la renta por unidad de consumo;2021;14.350
Total Nacional;Castilla - La Mancha;Ciudad Real;;Mediana de la renta por unidad de consumo;2020;13.650
Total Nacional;Castilla - La Mancha;Ciudad Real;;Mediana de la renta por unidad de consumo;2019;13.650
Total Nacional;Castilla - La Mancha;Ciudad Real;;Mediana de la renta por unidad de consumo;2018;12.950
Total Nacional;Castilla - La Mancha;Ciudad Real;;Mediana de la renta por unidad de consumo;2017;12.250
Total Nacional;Castilla - La Mancha;Ciudad Real;;Mediana de la renta por unidad de consumo;2016;11.550
Total Nacional;Castilla - La Mancha;Ciudad Real;;Mediana de la renta por unidad de consumo;2015;10.850
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por persona;2023;14.872
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por persona;2022;13.845
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por persona;2021;12.992
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por persona;2020;12.361
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por persona;2019;12.163
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por persona;2018;11.635
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por persona;2017;11.000
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por persona;2016;10.466
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por persona;2015;10.128
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por hogar;2023;36.909
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por hogar;2022;34.589
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por hogar;2021;32.794
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por hogar;2020;31.391
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por hogar;2019;31.122
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por hogar;2018;29.897
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por hogar;2017;28.549
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por hogar;2016;27.558
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por hogar;2015;26.652
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por persona;2023;12.725
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por persona;2022;12.022
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por persona;2021;11.550
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por persona;2020;10.991
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por persona;2019;10.680
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por persona;2018;10.212
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por persona;2017;9.722
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por persona;2016;9.224
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por persona;2015;9.009
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por hogar;2023;30.641
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por hogar;2022;29.064
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por hogar;2021;27.927
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por hogar;2020;26.719
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por hogar;2019;26.140
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por hogar;2018;25.019
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por hogar;2017;23.986
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por hogar;2016;23.314
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por hogar;2015;22.415
Total Nacional;Castilla - La Mancha;Cuenca;;Media de la renta por unidad de consumo;2023;18.512
Total Nacional;Castilla - La Mancha;Cuenca;;Media de la renta por unidad de consumo;2022;17.657
Total Nacional;Castilla - La Mancha;Cuenca;;Media de la renta por unidad de consumo;2021;16.973
Total Nacional;Castilla - La Mancha;Cuenca;;Media de la renta por unidad de consumo;2020;16.132
Total Nacional;Castilla - La Mancha;Cuenca;;Media de la renta por unidad de consumo;2019;15.749
Total Nacional;Castilla - La Mancha;Cuenca;;Media de la renta por unidad de consumo;2018;15.066
Total Nacional;Castilla - La Mancha;Cuenca;;Media de la renta por unidad de consumo;2017;14.393
Total Nacional;Castilla - La Mancha;Cuenca;;Media de la renta por unidad de consumo;2016;13.694
Total Nacional;Castilla - La Mancha;Cuenca;;Media de la renta por unidad de consumo;2015;13.362
Total Nacional;Castilla - La Mancha;Cuenca;;Mediana de la renta por unidad de consumo;2023;16.450
Total Nacional;Castilla - La Mancha;Cuenca;;Mediana de la renta por unidad de consumo;2022;15.750
Total Nacional;Castilla - La Mancha;Cuenca;;Mediana de la renta por unidad de consumo;2021;15.050
Total Nacional;Castilla - La Mancha;Cuenca;;Mediana de la renta por unidad de consumo;2020;14.350
Total Nacional;Castilla - La Mancha;Cuenca;;Mediana de la renta por unidad de consumo;2019;13.650
Total Nacional;Castilla - La Mancha;Cuenca;;Mediana de la renta por unidad de consumo;2018;12.950
Total Nacional;Castilla - La Mancha;Cuenca;;Mediana de la renta por unidad de consumo;2017;12.250
Total Nacional;Castilla - La Mancha;Cuenca;;Mediana de la renta por unidad de consumo;2016;11.550
Total Nacional;Castilla - La Mancha;Cuenca;;Mediana de la renta por unidad de consumo;2015;11.550
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por persona;2023;14.921
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por persona;2022;14.038
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por persona;2021;13.443
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por persona;2020;12.722
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por persona;2019;12.319
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por persona;2018;11.755
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por persona;2017;11.196
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por persona;2016;10.578
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por persona;2015;10.292
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por hogar;2023;35.929
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por hogar;2022;33.937
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por hogar;2021;32.505
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por hogar;2020;30.928
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por hogar;2019;30.152
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por hogar;2018;28.799
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por hogar;2017;27.621
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por hogar;2016;26.735
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por hogar;2015;25.607
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por persona;2023;14.689
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por persona;2022;13.829
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por persona;2021;13.149
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por persona;2020;12.624
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por persona;2019;12.521
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por persona;2018;12.083
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por persona;2017;11.600
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por persona;2016;11.212
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por persona;2015;11.036
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por hogar;2023;37.803
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por hogar;2022;35.509
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por hogar;2021;33.609
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por hogar;2020;32.431
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por hogar;2019;32.329
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por hogar;2018;31.083
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por hogar;2017;29.862
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por hogar;2016;29.080
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por hogar;2015;28.449
Total Nacional;Castilla - La Mancha;Guadalajara;;Media de la renta por unidad de consumo;2023;21.795
Total Nacional;Castilla - La Mancha;Guadalajara;;Media de la renta por unidad de consumo;2022;20.702
Total Nacional;Castilla - La Mancha;Guadalajara;;Media de la renta por unidad de consumo;2021;19.701
Total Nacional;Castilla - La Mancha;Guadalajara;;Media de la renta por unidad de consumo;2020;18.914
Total Nacional;Castilla - La Mancha;Guadalajara;;Media de la renta por unidad de consumo;2019;18.842
Total Nacional;Castilla - La Mancha;Guadalajara;;Media de la renta por unidad de consumo;2018;18.202
Total Nacional;Castilla - La Mancha;Guadalajara;;Media de la renta por unidad de consumo;2017;17.496
Total Nacional;Castilla - La Mancha;Guadalajara;;Media de la renta por unidad de consumo;2016;16.941
Total Nacional;Castilla - La Mancha;Guadalajara;;Media de la renta por unidad de consumo;2015;16.646
Total Nacional;Castilla - La Mancha;Guadalajara;;Mediana de la renta por unidad de consumo;2023;19.950
Total Nacional;Castilla - La Mancha;Guadalajara;;Mediana de la renta por unidad de consumo;2022;18.550
Total Nacional;Castilla - La Mancha;Guadalajara;;Mediana de la renta por unidad de consumo;2021;17.850
Total Nacional;Castilla - La Mancha;Guadalajara;;Mediana de la renta por unidad de consumo;2020;17.150
Total Nacional;Castilla - La Mancha;Guadalajara;;Mediana de la renta por unidad de consumo;2019;17.150
Total Nacional;Castilla - La Mancha;Guadalajara;;Mediana de la renta por unidad de consumo;2018;16.450
Total Nacional;Castilla - La Mancha;Guadalajara;;Mediana de la renta por unidad de consumo;2017;15.750
Total Nacional;Castilla - La Mancha;Guadalajara;;Mediana de la renta por unidad de consumo;2016;15.050
Total Nacional;Castilla - La Mancha;Guadalajara;;Mediana de la renta por unidad de consumo;2015;15.050
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por persona;2023;17.859
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por persona;2022;16.744
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por persona;2021;15.823
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por persona;2020;15.096
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por persona;2019;14.958
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por persona;2018;14.415
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por persona;2017;13.811
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por persona;2016;13.327
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por persona;2015;13.080
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por hogar;2023;45.961
